id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
7520,285.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.47771355,0.412450296,33.11609108,5931.7528
7521,258.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.566350244,0.451546571,36.01862394,5964.79111
7522,544.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.39936701,0.399935482,31.59741611,4418.44126
7523,127.0,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.504435443,0.450021969,36.83081961,6331.86722
7524,236.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.603371908,0.500524535,42.0271829,7510.79057
7525,599.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.564794821,0.467812388,40.12609155,7963.93931
7526,424.0,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.546259537,0.453340965,36.6742427,7532.82953
7527,161.0,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.574796304,0.481173502,39.81661146,7381.3794
7528,234.0,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.610321439,0.50404651,42.33928002,7829.514
7529,744.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.552926828,0.474952374,38.82636429,6643.9019
7530,179.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.501777434,0.448463132,36.54784977,5914.16491
7531,349.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.584016198,0.486889324,40.41794736,7150.9817
7532,293.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.576469662,0.488568502,39.7419306,7793.44206
7533,108.0,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.576469662,0.484698098,41.05919357,7517.44077
7534,134.0,12.5,0.25,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.476054066,0.424830175,34.48550991,5333.97357
7535,172.0,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.506793789,0.452484359,36.40698205,6226.28514
7536,299.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.350992769,0.400083453,32.29905902,3511.5379
7537,709.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.611462998,0.502740901,42.12881916,8254.12654
7538,300.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.642881721,0.530933466,45.718182,8538.462
7539,319.0,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.566319234,0.463821541,37.62889677,6543.97182
7540,300.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.566076664,0.479607332,39.98873363,5902.33288
7541,647.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.52661476,0.460369104,37.81761708,6277.16867
7542,734.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.565324698,0.46618285,39.8226933,6941.82413
7543,339.0,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.572611128,0.485912698,40.03902035,7022.18973
7544,468.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.542170237,0.463558518,37.25124178,6564.9583
7545,752.0,25.0,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.371183688,0.375616334,28.21340501,3385.148
7546,596.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.416271363,0.409438226,31.50270183,4387.74185
7547,503.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.509158377,0.424902006,36.25720816,6236.70711
7548,224.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.520587192,0.460796109,36.31013579,5729.71505
7549,643.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.467741485,0.436459223,34.01445364,5296.61109
7550,756.0,25.0,0.5,0.38,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.451103585,0.403128905,31.59741611,5828.73212
7551,658.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.564794821,0.460369104,37.70659201,6515.26145
7552,553.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.425493214,0.42782472,32.41787171,4568.67217
7553,258.0,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.53255682,0.453507667,37.90930402,6826.20873
7554,434.0,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.553663086,0.476308423,38.34178123,7004.01554
7555,73.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.426173511,0.388145286,30.79835142,4576.10071
7556,30.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.492076861,0.42727728,27.19065136,6026.06365
7557,547.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.542170237,0.472670389,39.64669117,7440.71201
7558,462.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.50476135,0.431072001,35.97225667,6236.70711
7559,471.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.437609121,0.39617025,32.6584962,4700.57615
7560,768.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.565239387,0.44252903,39.81661146,6770.23332
7561,82.0,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.468921469,0.430113965,34.76957798,5377.27086
7562,511.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.384981338,0.40030353,29.3286186,4493.64409
7563,341.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.592798225,0.495912854,41.97181605,7529.17505
7564,552.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.354086468,0.388819023,29.31600198,3626.36653
7565,501.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.495479339,0.449871489,35.92331365,5830.48855
7566,287.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.528899809,0.464165541,37.32322478,6328.89332
7567,668.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.454725217,0.401275192,32.27459053,5086.60991
7568,393.0,25.0,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.393394771,0.400083453,30.21832512,4016.3616
7569,79.0,12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.509001253,0.426773305,33.749712,7270.31832
7570,749.0,25.0,0.5,0.38,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.466109593,0.424902006,33.31223192,5203.87681
7571,567.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.451291733,0.408159008,33.4416065,5862.80545
7572,281.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.520180895,0.43226586,37.80745277,6526.98819
7573,463.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.435380969,0.417915449,34.76957798,4710.85865
7574,518.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.480072982,0.446570029,35.48700839,5544.62172
7575,113.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.49368953,0.442111609,36.67145553,6626.8515
7576,673.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.455340281,0.401931944,33.94201411,5016.74159
7577,5.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.476202171,0.438231396,34.5252582,5596.22636
7578,708.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.489723491,0.446434723,35.09473308,5773.62581
7579,197.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.593029845,0.490020262,41.21921269,7897.9319
7580,687.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.509560238,0.458966196,36.43078186,6093.31527
7581,327.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.531891546,0.449306369,37.52543015,6482.70572
7582,219.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.582482579,0.491124144,40.55501923,7122.49056
7583,564.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.534251703,0.462760521,37.87903588,6475.89456
7584,42.0,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.427005551,0.411590845,33.59602928,4769.31827
7585,190.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.574708327,0.484771683,39.8226933,7130.83001
7586,398.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.468832886,0.430077888,35.18597077,5919.43076
7587,530.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.498952193,0.442952601,35.80706195,5919.43076
7588,405.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.626397463,0.516666897,43.95536146,8298.20697
7589,106.0,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.587319779,0.487427885,40.22738685,7340.46077
7590,190.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.587319779,0.488176027,40.54647951,7888.41493
7591,330.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.531583632,0.43226586,34.87061011,5720.72316
7592,188.0,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.561190143,0.469892556,39.22848885,6735.24371
7593,193.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.511830268,0.460369104,37.30376378,6320.96112
7594,267.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.621376432,0.524273231,46.13942523,8570.91353
7595,254.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.523070143,0.465680233,37.55556802,6580.39696
7596,599.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.527189908,0.459101737,37.7247238,6515.30587
7597,405.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.574796304,0.485912698,39.98873363,7085.06308
7598,234.0,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.502979625,0.429702536,35.8744954,7290.10652
7599,556.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.571708025,0.485912698,40.7940564,7440.71201
7600,645.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.46274257,0.430905502,34.78105469,5330.06203
7601,523.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.548367299,0.438669933,36.16966007,6903.87339
7602,691.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.494864674,0.446450716,35.82485206,5971.39402
7603,354.0,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.584016198,0.497916665,41.78031158,7172.43501
7604,450.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.469925759,0.402855862,32.69048728,5628.8828
7605,302.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.47973321,0.432722017,35.18441169,6626.50685
7606,613.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.454630597,0.424728104,32.31099546,5322.84043
7607,545.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.43687052,0.416085184,32.41787171,4480.07
7608,535.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.492759727,0.445339632,35.48700839,5932.23909
7609,313.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.500557995,0.415971082,33.28480863,6449.04157
7610,467.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.46274257,0.419851618,33.3039002,5377.27086
7611,523.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.447115975,0.426773305,33.58954163,4913.22292
7612,245.0,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.600086778,0.493757519,41.54582537,7044.56761
7613,727.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.502842336,0.429230513,36.57388769,6236.70711
7614,705.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.509782413,0.448647248,35.18597077,5971.39402
7615,251.0,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.595065655,0.494895461,41.73956537,7548.34706
7616,398.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.509782413,0.455238354,36.92483932,5865.38472
7617,456.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.610691292,0.506852617,43.00334146,7558.00588
7618,711.0,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.53255682,0.463982188,37.25124178,6708.24129
7619,583.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.466279462,0.404358198,32.81196654,5199.79211
7620,107.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.594206083,0.492641907,41.17620131,7107.60976
7621,62.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.320564713,0.377566465,27.91944764,3238.02815
7622,515.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.545094508,0.468493268,38.19630554,7107.60976
7623,513.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.519208599,0.458254721,37.55556802,6821.8081
7624,696.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.378833119,0.397617195,31.78225878,4584.45355
7625,644.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.505120461,0.451986086,36.28998253,6394.07791
7626,145.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.58249065,0.491124144,40.23598632,7558.00588
7627,719.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.594206083,0.490020262,40.82972076,6979.32479
7628,398.0,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.485336051,0.419747673,35.16668937,5876.96001
7629,518.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.391627198,0.404575636,31.37824094,4393.52743
7630,394.0,25.0,0.25,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.249334678,0.405525072,32.81456057,2605.69676
7631,310.0,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.543722877,0.468493268,37.02918026,6528.79888
7632,590.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.55235942,0.469892556,39.15823782,7175.06898
7633,214.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.506346175,0.453338519,36.84586824,6673.304
7634,10.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.458246439,0.425532717,33.3406292,4999.15621
7635,71.0,12.5,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.498729997,0.449871489,35.56261102,5548.12201
7636,610.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.527724447,0.464892019,37.78228845,6746.4546
7637,547.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.498952193,0.438095887,35.82485206,6189.7798
7638,98.0,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.509782413,0.411546877,33.94201411,6281.91711
7639,181.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.566319234,0.463058596,37.83085922,6691.04322
7640,222.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.531583632,0.460796109,37.7513957,6422.92209
7641,576.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.4965362,0.429710486,34.62804711,5970.68186
7642,691.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.629606256,0.521053692,44.59947057,8284.85461
7643,513.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.477832221,0.437265704,34.52656124,5356.87186
7644,34.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.429580755,0.39604355,31.44274436,4930.61903
7645,194.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.538550337,0.448400516,37.90930402,7706.88137
7646,575.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.468192461,0.436042539,34.3041215,5453.99382
7647,673.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.545094508,0.473660277,39.98873363,6870.34212
7648,691.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.422547698,0.416280584,32.81579359,4356.94587
7649,342.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.597060641,0.495912854,41.05919357,7322.60914
7650,259.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.594206083,0.497916665,41.71941614,7560.20565
7651,20.0,25.0,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.363726236,0.383470679,29.13659362,3720.71159
7652,643.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.467905283,0.42912225,34.69390641,5203.87681
7653,681.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.500207249,0.438026493,35.89130977,6687.25926
7654,658.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.498218761,0.443504,35.27931173,5538.91301
7655,674.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.578114733,0.486889324,39.09688443,7103.50894
7656,563.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.483249032,0.440675594,34.74349354,5403.69852
7657,415.0,12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.595948108,0.499607522,41.25028935,7517.44077
7658,50.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.521523421,0.459464772,37.77937909,6131.30938
7659,290.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.464368945,0.405898222,33.85831713,6480.80815
7660,331.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.524577301,0.462760521,37.55556802,6543.97182
7661,166.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.500207249,0.445071322,35.55753695,5602.02293
7662,300.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.612974151,0.508336663,43.68715255,8211.0795
7663,309.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.544066693,0.445134287,38.4173944,6731.71221
7664,92.0,12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.392583006,0.402916187,31.78225878,4079.91244
7665,588.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.50706065,0.459224426,36.68541263,6620.09877
7666,131.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.500557995,0.436064568,35.09473308,6279.3385
7667,4.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.33592747,0.377566465,28.55641695,3276.36206
7668,385.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.565239387,0.466640196,39.23039094,6870.34212
7669,206.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.53513718,0.446570029,37.03329756,6998.37875
7670,693.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.565976484,0.46935993,39.64669117,7303.58812
7671,683.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.502979625,0.427937649,34.15934595,5663.06579
7672,167.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.517993775,0.456752669,36.82658691,6079.08526
7673,473.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.523070143,0.45230956,36.97636061,5773.00842
7674,427.0,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.612974151,0.508018854,43.17615175,8064.73881
7675,163.0,12.5,0.25,0.25,0.38,0.25,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.632108665,0.508336663,43.3126693,8002.9971
7676,468.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.392583006,0.391441876,30.15219795,4178.77206
7677,97.0,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.53513718,0.469892556,38.86811018,6564.9583
7678,206.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.586303901,0.494895461,40.92210139,8969.40184
7679,636.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.467905283,0.428118259,33.85831713,5296.61109
7680,359.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.583378727,0.483047479,38.6254357,6986.80996
7681,633.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.464368945,0.436996925,33.31223192,5424.12351
7682,367.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.593049003,0.490467439,41.71941614,7616.70599
7683,599.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.435969213,0.416802269,32.74377319,5791.45673
7684,561.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.430443779,0.417915449,32.59242207,4865.39997
7685,582.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.571708025,0.488047919,39.8469565,7284.81478
7686,302.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.578556842,0.489992416,40.2744187,7778.34916
